,time_value,doctor-visits_smoothed_adj_cli,indicator-combination_confirmed_7dav_incidence_num,fb-survey_smoothed_cli,fb-survey_smoothed_hh_cmnty_cli,google-symptoms_sum_anosmia_ageusia_smoothed_search,hospital-admissions_smoothed_adj_covid19_from_claims
429,2021-03-05,4.902801,7933.4285714,0.5297421,14.2178968,0.2414286,3.230092
430,2021-03-06,4.629305,7500.1428571,0.5311598,13.9645223,0.2385714,3.14696
431,2021-03-07,4.811681,7098.1428571,0.5327789,13.7573625,0.2385714,3.055491
432,2021-03-08,4.981652,2758.0,0.5250894,13.6259871,0.2314286,2.905912
433,2021-03-09,4.875765,2690.8571429,0.5161784,13.3844888,0.23,2.754029
434,2021-03-10,4.812593,2629.2857143,0.5359611,13.1745309,0.2271429,2.619643
435,2021-03-11,4.803128,2581.2857143,0.5361998,12.74427,0.2271429,2.628084
436,2021-03-12,4.597985,2504.4285714,0.5361489,12.8154636,0.2228571,2.475839
437,2021-03-13,4.380801,2456.7142857,0.5286224,12.8686213,0.2228571,2.367686
438,2021-03-14,4.530982,2396.4285714,0.5401462,12.592683,0.2228571,2.269663
439,2021-03-15,4.955533,2314.4285714,0.5386521,12.4347677,0.2271429,2.12071
440,2021-03-16,4.898679,2242.5714286,0.5543498,12.4326146,0.2271429,2.080722
441,2021-03-17,4.857369,2166.0,0.5496362,12.2008839,0.2271429,1.972223
442,2021-03-18,4.954623,2071.4285714,0.5409379,12.1561911,0.2242857,1.892451
443,2021-03-19,4.943155,1989.4285714,0.5341368,12.0481567,0.2242857,1.724787
444,2021-03-20,4.719574,1915.8571429,0.5122226,11.8866642,0.2242857,1.551935
445,2021-03-21,4.739078,1866.5714286,0.4806721,11.8693505,0.2228571,1.540389
446,2021-03-22,5.291618,1803.4285714,0.5195524,11.8053839,0.2214286,1.373359
447,2021-03-23,5.239843,1781.5714286,0.5375166,11.9843329,0.2285714,1.470725
448,2021-03-24,4.982599,1801.7142857,0.5268419,11.9487287,0.2385714,1.481057
449,2021-03-25,5.121013,1772.7142857,0.5423927,11.6945533,0.25,1.441682
450,2021-03-26,5.075243,1665.4285714,0.5584065,11.5950267,0.2585714,1.411029
451,2021-03-27,4.845091,1498.1428571,0.5553434,11.54381,0.2657143,1.454478
452,2021-03-28,4.746297,1340.5714286,0.5489453,11.481796,0.2742857,1.430859
453,2021-03-29,5.167869,1026.7142857,0.5038138,11.4022225,0.2842857,1.441361
454,2021-03-30,5.267896,729.0,0.4763993,11.0568235,0.2914286,1.39869
455,2021-03-31,5.168356,399.7142857,0.4555086,11.0362316,0.2942857,1.335468
456,2021-04-01,5.262679,1054.0,0.417035,11.1004262,0.2942857,1.266976
457,2021-04-02,5.229321,1235.0,0.3906374,10.890606,0.2942857,1.247414
458,2021-04-03,5.00169,1925.0,0.405988,10.7444232,0.2885714,1.22052
459,2021-04-04,5.221133,1925.0,0.4398303,10.6818351,0.2814286,1.273343
460,2021-04-05,5.40745,2574.7142857,0.4441688,10.6604429,0.2728571,1.211946
461,2021-04-06,5.303948,2768.5714286,0.45604,10.5629026,,1.32202
462,2021-04-07,5.026908,3382.2857143,0.458963,10.3592453,,1.383097
463,2021-04-08,5.09324,2488.2857143,0.4867204,10.3507252,0.2457143,1.262989
464,2021-04-09,5.050755,2626.0,0.4961452,10.3673943,0.24,1.228874
465,2021-04-10,4.740056,2467.5714286,0.4989247,10.3898363,0.2414286,1.166461
466,2021-04-11,4.54754,3175.2857143,0.4538774,10.3817002,0.2442857,1.106792
467,2021-04-12,5.075258,2904.0,0.4491529,10.2482251,0.2428571,1.00028
468,2021-04-13,5.202329,2934.1428571,0.4411054,10.3156162,0.2385714,0.963019
469,2021-04-14,5.070493,2675.7142857,0.4839162,10.3212657,0.2357143,0.987109
470,2021-04-15,4.998237,2966.0,0.4795959,10.2452673,0.2314286,1.11891
471,2021-04-16,4.705708,2848.4285714,0.5207422,10.3957697,0.2285714,1.204529
472,2021-04-17,4.369747,2698.2857143,0.5192312,10.4179698,0.2214286,1.284567
473,2021-04-18,4.225411,2371.5714286,0.5327913,10.3560287,0.2142857,1.526327
474,2021-04-19,4.701466,2266.8571429,0.5566876,10.3917359,0.2114286,1.61472
475,2021-04-20,4.716341,2272.2857143,0.5652952,10.2705355,0.21,1.681179
476,2021-04-21,4.545444,2220.7142857,0.5781114,10.3670944,0.2071429,1.666743
477,2021-04-22,4.558554,2277.1428571,0.5828537,10.1690262,0.2057143,1.845036
478,2021-04-23,4.606941,2186.7142857,0.5550199,10.1977733,0.2042857,1.824898
479,2021-04-24,4.324673,1967.5714286,0.5488844,10.1315323,0.2071429,1.763182
480,2021-04-25,4.310499,1835.0,0.5600133,9.9900553,0.21,1.623145
481,2021-04-26,5.325868,1863.5714286,0.5269661,9.8797102,,1.398679
482,2021-04-27,5.344237,1840.5714286,0.5092473,9.9069125,,1.249924
483,2021-04-28,5.313248,1764.4285714,0.4732696,9.744627,0.2071429,1.210545
484,2021-04-29,5.205909,1628.1428571,0.4470104,9.738878,0.2057143,1.371472
485,2021-04-30,4.972539,1639.4285714,0.4692567,9.5848032,0.2042857,1.52745
486,2021-05-01,4.687758,1763.0,0.4641329,9.3961562,0.2,1.690215
487,2021-05-02,5.134038,1836.5714286,0.4791032,9.4397638,0.1957143,1.771706
